geneId	geneSymbol	DSI	DPI	PLI	protein_class_name	protein_class	NofDiseases	NofPmids
     3096	HIVEP1	0.711	0.5	1			  32	   26
     3097	HIVEP2	0.711	0.5	1			  42	   20
     3098	HK1	0.542	0.731	0.91459	Kinase	DTO_03300101	 161	  140
     3099	HK2	0.515	0.769	0.0045893	Kinase	DTO_03300101	 152	  209
     3101	HK3	0.805	0.154	5.599e-23	Kinase	DTO_03300101	  12	    6
     3104	ZBTB48	0.89	0.077	0.00011507			   4	    2
     3105	HLA-A	0.37	0.846	0.0013299			 672	 1193
     3106	HLA-B	0.379	0.885	3.8642e-05			 706	 1321
     3107	HLA-C	0.415	0.846	1.5695e-06			 435	  946
     3108	HLA-DMA	0.608	0.654	0.002381	Immune response	DTO_05007608	  63	   60
     3109	HLA-DMB	0.638	0.615	0.0024627	Immune response	DTO_05007608	  41	   43
     3110	MNX1	0.555	0.615	0.78819	Transcription factor	DTO_05007542	 113	   66
     3111	HLA-DOA	0.509	0.808	2.9776e-10	Immune response	DTO_05007608	 160	  184
     3112	HLA-DOB	0.705	0.5	1.9197e-06	Immune response	DTO_05007608	  24	   24
     3113	HLA-DPA1	0.552	0.846	2.5e-06	Immune response	DTO_05007608	 139	   87
     3115	HLA-DPB1	0.453	0.923	5.3254e-10	Immune response	DTO_05007608	 324	  488
     3116	HLA-DPB2	0.743	0.5				  15	   12
     3117	HLA-DQA1	0.416	0.846	0.023947	Immune response	DTO_05007608	 427	  892
     3118	HLA-DQA2	0.617	0.769	1.0089e-05	Immune response	DTO_05007608	  58	   90
     3119	HLA-DQB1	0.407	0.885	0.0089259	Immune response	DTO_05007608	 504	  787
     3120	HLA-DQB2	0.573	0.731	0.042679	Immune response	DTO_05007608	  91	  118
     3121	HLA-DQB3	0.931	0.192				   2	    2
     3122	HLA-DRA	0.581	0.769	0.51949	Immune response	DTO_05007608	  92	   98
     3123	HLA-DRB1	0.333	0.923	0.0010997	Immune response	DTO_05007608	1018	 3092
     3124	HLA-DRB2	0.861	0.269				   8	    5
     3125	HLA-DRB3	0.57	0.885		Immune response	DTO_05007608	  85	  107
     3126	HLA-DRB4	0.565	0.846		Immune response	DTO_05007608	  87	   78
     3127	HLA-DRB5	0.608	0.731	3.6359e-07	Immune response	DTO_05007608	  62	   81
     3128	HLA-DRB6	0.821	0.308				   9	    7
     3131	HLF	0.628	0.615	0.95215	Nucleic acid binding	DTO_05007557	  53	   67
     3132	HLA-DRB9	0.682	0.654				  33	   56
     3133	HLA-E	0.545	0.769	0.036773			 118	  110
     3134	HLA-F	0.631	0.654	3.276e-05			  51	   35
     3135	HLA-G	0.461	0.769	1.365e-11			 279	  394
     3136	HLA-H	0.736	0.5				  14	   19
     3137	HLA-J	0.861	0.269				   6	    6
     3138	HLA-K						   1	    1
     3139	HLA-L	0.861	0.269				   7	    9
     3140	MR1	0.716	0.346	4.9023e-18			  19	   16
     3141	HLCS	0.65	0.654	1.9208e-08	Enzyme	DTO_05007624	  63	   67
     3142	HLX	0.716	0.308	0.88317			  28	   20
     3145	HMBS	0.559	0.731	0.94884	Enzyme	DTO_05007624	 140	  234
     3146	HMGB1	0.368	0.923	0.82035	Nucleic acid binding	DTO_05007557	 724	 1192
     3148	HMGB2	0.615	0.615	0.95087	Nucleic acid binding	DTO_05007557	  59	   42
     3149	HMGB3	0.604	0.615	0.79758	Nucleic acid binding	DTO_05007557	  71	   31
     3150	HMGN1	0.711	0.538	0.20661	Nucleic acid binding	DTO_05007557	  26	   13
     3151	HMGN2	0.695	0.423	0.86341	Nucleic acid binding	DTO_05007557	  26	   15
     3155	HMGCL	0.691	0.462	2.5638e-06	Enzyme	DTO_05007624	  75	   35
     3156	HMGCR	0.529	0.692	0.99861			 154	  237
     3157	HMGCS1	0.769	0.346	0.99824			  12	   10
     3158	HMGCS2	0.666	0.577	4.3354e-14			  52	   36
     3159	HMGA1	0.494	0.769	0.83209	Nucleic acid binding	DTO_05007557	 206	  224
     3161	HMMR	0.544	0.615	5.5222e-21			 117	   89
     3162	HMOX1	0.381	0.923	0.0096817			 666	 1008
     3163	HMOX2	0.678	0.577	0.00026198			  31	   24
     3164	NR4A1	0.49	0.731	0.37074	Nuclear receptor	DTO_00102000	 216	  199
     3166	HMX1	0.729	0.346	0.72623			  23	   10
     3167	HMX2	0.931	0.115	4.9891e-05			   3	    2
     3169	FOXA1	0.522	0.731	0.22227	Transcription factor	DTO_05007542	 138	  248
     3170	FOXA2	0.528	0.769	0.74225	Transcription factor	DTO_05007542	 143	  135
     3171	FOXA3	0.711	0.346	0.73257	Transcription factor	DTO_05007542	  31	   13
     3172	HNF4A	0.461	0.808	0.15285	Nuclear receptor	DTO_00102000	 340	  699
     3174	HNF4G	0.729	0.423	0.070708	Nuclear receptor	DTO_00102000	  20	   15
     3175	ONECUT1	0.686	0.346	0.52333	Transcription factor	DTO_05007542	  36	   20
     3176	HNMT	0.579	0.808	0.019734			  98	   56
     3177	SLC29A2	0.653	0.577	3.2307e-14	Transporter	DTO_05007405	  43	   29
     3178	HNRNPA1	0.529	0.885	0.99911			 188	  121
     3181	HNRNPA2B1	0.566	0.808	0.99732			 131	   78
     3182	HNRNPAB	0.839	0.231	0.76526			   8	    6
     3183	HNRNPC	0.606	0.538	0.97772			  61	   52
     3184	HNRNPD	0.621	0.654	0.99621			  60	   46
     3185	HNRNPF	0.736	0.346	0.96415	Nucleic acid binding	DTO_05007557	  19	   10
     3186	RBMXP1	0.861	0.115				   8	    4
     3187	HNRNPH1	0.711	0.538	0.99993	Nucleic acid binding	DTO_05007557	  25	   20
     3188	HNRNPH2	0.691	0.462	0.95448	Nucleic acid binding	DTO_05007557	  51	   15
     3189	HNRNPH3	0.839	0.192	0.99221	Nucleic acid binding	DTO_05007557	   6	    5
     3190	HNRNPK	0.539	0.846	0.99998	Enzyme	DTO_05007624	 185	  110
     3191	HNRNPL	0.663	0.5	0.99685			  40	   22
     3192	HNRNPU	0.575	0.654	1			 116	   54
     3195	TLX1	0.644	0.308	0.74161			  52	   78
     3196	TLX2	0.659	0.538	0.2548			  45	   32
     3197	HOXA@	0.599	0.654				  66	   91
     3198	HOXA1	0.575	0.769	0.28514			  95	   83
     3199	HOXA2	0.7	0.385	0.19917			  26	   16
     3200	HOXA3	0.695	0.538	0.9445			  36	   22
     3201	HOXA4	0.663	0.5	8.5959e-06			  37	   24
     3202	HOXA5	0.595	0.577	0.0029693	Transcription factor	DTO_05007542	  79	   69
     3203	HOXA6	0.736	0.5	2.9887e-06	Transcription factor	DTO_05007542	  18	   14
     3204	HOXA7	0.65	0.5	0.0013606	Transcription factor	DTO_05007542	  43	   29
     3205	HOXA9	0.521	0.692	4.3591e-05			 147	  242
     3206	HOXA10	0.538	0.692	0.88453			 122	  143
     3207	HOXA11	0.568	0.692	0.94342			 111	   68
     3208	HPCA	0.76	0.385	0.6783			  24	   14
     3209	HOXA13	0.552	0.654	0.9551			 126	   68
     3210	HOXB@	0.631	0.538				  49	   30
     3211	HOXB1	0.633	0.538	0.081766			  59	   28
     3212	HOXB2	0.612	0.577	0.00014636			  52	   25
     3213	HOXB3	0.631	0.615	0.8917			  49	   34
     3214	HOXB4	0.647	0.423	0.059777			  44	   25
     3215	HOXB5	0.644	0.577	0.69589	Transcription factor	DTO_05007542	  43	   27
     3216	HOXB6	0.666	0.385	0.00073817	Transcription factor	DTO_05007542	  28	   15
     3217	HOXB7	0.57	0.615	0.00028382	Transcription factor	DTO_05007542	  93	   71
     3218	HOXB8	0.636	0.538	0.84752			  46	   23
     3219	HOXB9	0.572	0.654	0.31202			  83	   48
     3220	HOXC@	0.695	0.462				  33	   24
     3221	HOXC4	0.76	0.192	0.16846			  26	   18
     3222	HOXC5	0.682	0.269	5.7754e-05	Transcription factor	DTO_05007542	  34	   14
     3223	HOXC6	0.595	0.692	0.51165	Transcription factor	DTO_05007542	  80	   57
     3224	HOXC8	0.659	0.538	0.1695			  40	   24
     3225	HOXC9	0.691	0.346	0.012993			  25	   14
     3226	HOXC10	0.641	0.5	0.17368			  43	   22
     3227	HOXC11	0.729	0.308	0.004059			  19	   11
     3228	HOXC12	0.89	0.154	2.4299e-09			   5	    3
     3229	HOXC13	0.695	0.346	0.42048			  27	   20
     3230	HOXD@	0.631	0.538				  52	   40
     3231	HOXD1	0.78	0.231	0.0031828			  28	    9
     3232	HOXD3	0.67	0.462	0.44051			  38	   30
     3233	HOXD4	0.76	0.346	0.0054479			  15	    5
     3234	HOXD8	0.736	0.423	0.10544			  21	   11
     3235	HOXD9	0.67	0.462	0.017004			  34	   19
     3236	HOXD10	0.59	0.538	0.062918			  83	   63
     3237	HOXD11	0.67	0.462	0.0011418			  45	   21
     3238	HOXD12	0.861	0.154	0.00027657			   5	    6
     3239	HOXD13	0.483	0.808	0.0086055			 259	  196
     3240	HP	0.412	0.885	1.736e-05	Enzyme	DTO_05007624	 464	  609
     3241	HPCAL1	0.743	0.308	0.89103			  16	    7
     3242	HPD	0.573	0.769	0.00052764	Enzyme	DTO_05007624	 102	  104
     3244	HPE1	0.89	0.115				   3	    2
     3247	HPFH2	0.821	0.115				   7	   10
     3248	HPGD	0.516	0.731	1.4357e-05			 194	  125
     3249	HPN	0.641	0.577	0.99911	Enzyme	DTO_05007624	  57	   63
     3250	HPR	0.578	0.615	5.4618e-10	Enzyme	DTO_05007624	  94	   78
     3251	HPRT1	0.5	0.808	0.93728	Enzyme	DTO_05007624	 210	  309
     3257	HPS1	0.636	0.692	1.3245e-07			  64	  114
     3258	HPT	0.593	0.692				  71	   67
     3259	HPV6AI1	1	0.115				   4	    1
     3260	HPV18I1						   1	    0
     3261	HPV18I2	0.931	0.038				   7	    5
     3263	HPX	0.599	0.731	1.3005e-11	Enzyme	DTO_05007624	  76	   61
     3265	HRAS	0.378	0.885	0.079774	Enzyme modulator	DTO_05007584	 698	 1091
     3266	ERAS	0.705	0.423	0.22267	Enzyme modulator	DTO_05007584	  32	   22
     3267	AGFG1	0.569	0.769	0.99276			 100	  103
     3268	AGFG2	0.7	0.423	0.00025383			  29	   39
     3269	HRH1	0.647	0.654	1.858e-06	G-protein coupled receptor	DTO_02300001	  66	   48
     3270	HRC	0.663	0.577	9.9367e-09			  48	   33
     3272	HRES1	0.636	0.615				  54	   56
     3273	HRG	0.603	0.577	5.8888e-14	Enzyme modulator	DTO_05007584	  72	   62
     3274	HRH2	0.647	0.462	0.1217	G-protein coupled receptor	DTO_02300001	  44	   28
     3275	PRMT2	0.722	0.385	0.0016132			  22	   10
     3276	PRMT1	0.552	0.808	0.99907	Epigenetic regulator	DTO_05007378	 110	  107
     3280	HES1	0.468	0.885	0.7072	Transcription factor	DTO_05007542	 243	  222
     3281	HSBP1	1	0.038	0.23354			   4	    3
     3283	HSD3B1	0.619	0.462	2.3984e-07	Enzyme	DTO_05007624	  60	   52
     3284	HSD3B2	0.582	0.5	7.176e-08	Enzyme	DTO_05007624	 101	   64
     3290	HSD11B1	0.52	0.731	0.41696			 163	  211
     3291	HSD11B2	0.532	0.808	0.11777	Enzyme	DTO_05007624	 163	  205
     3292	HSD17B1	0.61	0.615	0.00013421	Enzyme	DTO_05007624	  69	   85
     3293	HSD17B3	0.641	0.346	8.4911e-07			  46	   59
     3294	HSD17B2	0.656	0.385	1.8462e-10	Enzyme	DTO_05007624	  42	   49
     3295	HSD17B4	0.546	0.654	2.4175e-10			 141	   73
     3297	HSF1	0.507	0.769	0.74762	Transcription factor	DTO_05007542	 185	  249
     3298	HSF2	0.711	0.423	0.97536	Transcription factor	DTO_05007542	  30	   18
     3299	HSF4	0.663	0.423	1.0632e-09	Transcription factor	DTO_05007542	  31	   54
     3300	DNAJB2	0.743	0.192	5.444e-05			  25	   12
     3301	DNAJA1	0.805	0.308	0.090813			  15	   13
     3303	HSPA1A	0.486	0.769	0.030228			 229	  235
     3304	HSPA1B	0.474	0.808	0.0053464			 251	  217
     3305	HSPA1L	0.603	0.654	1.057e-06			  65	   53
     3306	HSPA2	0.55	0.808	0.048648			 115	   87
     3308	HSPA4	0.394	0.923	0.99954			 550	  926
     3309	HSPA5	0.434	0.885	0.77341			 350	  540
     3310	HSPA6	0.743	0.423	6.8282e-06			  23	   12
     3311	HSPA7	0.931	0.077				   4	    3
     3312	HSPA8	0.553	0.808	0.99863			 124	  124
     3313	HSPA9	0.502	0.885	0.96852			 198	  165
     3315	HSPB1	0.436	0.808	2.7797e-07			 395	  488
     3316	HSPB2	0.457	0.769	0.00032989			 290	  368
     3320	HSP90AA1	0.411	0.923	0.86025	Chaperone	DTO_05007613	 455	  961
     3321	IGSF3	0.736	0.423	0.26474			  18	    4
     3324	HSP90AA2P	0.76	0.269		Chaperone	DTO_05007613	  20	   12
     3326	HSP90AB1	0.608	0.654	0.99923	Chaperone	DTO_05007613	  67	   55
     3329	HSPD1	0.432	0.808	0.99257			 398	  461
     3336	HSPE1	0.617	0.769	0.80379	Chaperone	DTO_05007613	  63	   35
     3337	DNAJB1	0.597	0.692	0.039437			  82	   85
     3338	DNAJC4	1	0.038	1.8113e-10			   2	    2
     3339	HSPG2	0.438	0.885	1.0376e-19	Enzyme modulator	DTO_05007584	 405	  340
     3340	NDST1	0.608	0.692	0.99995			  93	   29
     3342	HTC2	0.392	0.808				 511	  792
     3344	FOXN2	0.805	0.231	0.49701			  14	    6
     3346	HTN1	0.736	0.5	0.04232			  19	   15
     3347	HTN3	0.686	0.5	4.1066e-05			  29	   37
     3349	HTOR	1	0.077				   1	    1
     3350	HTR1A	0.522	0.846	0.19956	G-protein coupled receptor	DTO_02300001	 229	  305
     3351	HTR1B	0.551	0.769	0.18947	G-protein coupled receptor	DTO_02300001	 140	  136
     3352	HTR1D	0.716	0.308	0.00064061	G-protein coupled receptor	DTO_02300001	  26	   23
     3354	HTR1E	0.805	0.192	0.29344	G-protein coupled receptor	DTO_02300001	   9	    7
     3355	HTR1F	0.716	0.192	0.0046656	G-protein coupled receptor	DTO_02300001	  20	   21
     3356	HTR2A	0.473	0.846	0.51124	G-protein coupled receptor	DTO_02300001	 289	  508
     3357	HTR2B	0.647	0.538	2.6913e-10	G-protein coupled receptor	DTO_02300001	  61	   51
     3358	HTR2C	0.555	0.692	0.037023	G-protein coupled receptor	DTO_02300001	 140	  197
     3359	HTR3A	0.608	0.538	1.7499e-10	Ion channel	DTO_01300327	  75	   74
     3360	HTR4	0.61	0.615	0.024701	G-protein coupled receptor	DTO_02300001	  80	   71
     3361	HTR5A	0.716	0.231	0.0062906	G-protein coupled receptor	DTO_02300001	  25	   19
     3362	HTR6	0.626	0.5	0.00018524	G-protein coupled receptor	DTO_02300001	  57	   55
     3363	HTR7	0.592	0.5	0.045409	G-protein coupled receptor	DTO_02300001	 103	   59
     3364	HUS1	0.805	0.192	3.0073e-05			  12	    4
     3371	TNC	0.433	0.846	1.2592e-07			 369	  412
     3373	HYAL1	0.633	0.577	0.00019112	Enzyme	DTO_05007624	  58	   48
     3375	IAPP	0.507	0.808	0.0031814	Signaling	DTO_05007599	 183	  442
     3376	IARS1	0.606	0.692	1.7339e-21	Enzyme	DTO_05007624	  76	   66
     3378	IBD2	0.805	0.154				  13	   19
     3381	IBSP	0.653	0.538	1.3519e-11	Extracellular structure	DTO_05007621	  47	   32
     3382	ICA1	0.686	0.5	0.00099069			  34	   30
     3383	ICAM1	0.364	0.962	0.035295			 737	 1327
     3384	ICAM2	0.659	0.462	0.00075003			  41	   21
     3385	ICAM3	0.619	0.654	2.7302e-25			  59	   38
     3386	ICAM4	0.792	0.269	1.2077e-06			  11	    9
     3394	IRF8	0.539	0.808	0.94807	Transcription factor	DTO_05007542	 149	  139
     3396	MRPL58	0.691	0.308	5.6196e-06			  26	   11
     3397	ID1	0.544	0.692	0.00031026	Transcription factor	DTO_05007542	 125	  117
     3398	ID2	0.572	0.731	0.66939	Transcription factor	DTO_05007542	  92	   69
     3399	ID3	0.615	0.692	0.72177	Transcription factor	DTO_05007542	  67	   39
     3400	ID4	0.59	0.615	0.031243	Transcription factor	DTO_05007542	  86	   54
     3402	IDDM3	0.861	0.154				   5	    5
     3403	IDDM4	0.839	0.192				   6	   10
     3405	IDDM6	0.931	0.115				   3	    5
     3406	IDDM7	0.861	0.192				   5	    7
     3407	IDDM8	0.821	0.192				   7	   10
     3410	IDDM11	0.931	0.115				   3	    4
     3412	IDDM13	0.89	0.192				   3	    5
     3414	IDDM15	1	0.115				   1	    3
     3416	IDE	0.604	0.577	0.0066309	Enzyme	DTO_05007624	  71	  174
     3417	IDH1	0.424	0.808	2.6244e-12			 399	 1440
     3418	IDH2	0.434	0.808	0.88271			 380	  748
     3419	IDH3A	0.705	0.385	0.15704	Enzyme	DTO_05007624	  37	    8
     3420	IDH3B	0.7	0.462	2.9929e-11	Enzyme	DTO_05007624	  41	    6
     3422	IDI1	1	0.077	3.9769e-05	Enzyme	DTO_05007624	   1	    1
     3423	IDS	0.559	0.769	0.94725			 136	  247
     3424	IDSP1	0.931	0.192				   2	    2
     3425	IDUA	0.499	0.846	3.7599e-13	Enzyme	DTO_05007624	 258	  340
     3426	CFI	0.569	0.731	3.5432e-08			 133	   96
     3428	IFI16	0.603	0.769	1.7803e-11	Transcription factor	DTO_05007542	  79	   72
     3429	IFI27	0.437	0.769	0.010698			 332	  652
     3430	IFI35	0.76	0.462	4.2821e-07	Transcription factor	DTO_05007542	  17	   13
     3431	SP110	0.656	0.5	1.4595e-14			  65	   34
     3433	IFIT2	0.656	0.5	0.25099			  42	   27
     3434	IFIT1	0.666	0.5	0.00027793			  39	   41
     3437	IFIT3	0.628	0.731	0.11732			  51	   37
     3438	IFN1@	0.565	0.731				 109	  107
     3439	IFNA1	0.371	0.923				 662	 1950
     3440	IFNA2	0.442	0.885				 355	  537
     3441	IFNA4	0.861	0.154				   7	    7
     3442	IFNA5	0.792	0.269				   9	   11
     3443	IFNA6	0.839	0.231				   5	    5
     3444	IFNA7						   1	    1
     3445	IFNA8	0.839	0.115				   9	    3
     3446	IFNA10	0.89	0.115				   8	    4
     3447	IFNA13	0.374	0.923				 646	 1911
     3448	IFNA14	0.89	0.038				   4	    4
     3449	IFNA16	1					   1	    1
     3451	IFNA17	0.636	0.615				  47	   43
     3454	IFNAR1	0.532	0.769	3.2501e-12	Receptor	DTO_05007575	 142	  152
     3455	IFNAR2	0.585	0.731	8.5332e-06	Receptor	DTO_05007575	  85	   98
     3456	IFNB1	0.421	0.846				 426	 1011
     3458	IFNG	0.288	0.962	0.47156			1519	 4363
     3459	IFNGR1	0.529	0.692	0.015503	Receptor	DTO_05007575	 153	  148
     3460	IFNGR2	0.597	0.577	0.95281	Receptor	DTO_05007575	  71	   56
     3466	IFNR	0.792	0.192				   8	    4
     3467	IFNW1	0.743	0.346				  13	    3
     3475	IFRD1	0.666	0.462	0.0012141			  49	   15
     3476	IGBP1	0.641	0.692	0.98274	Immune response	DTO_05007608	  57	   16
     3478	IGES	1	0.077				   1	    2
     3479	IGF1	0.318	0.885	0.2716			1206	 3238
     3480	IGF1R	0.399	0.885	0.96799	Kinase	DTO_03300101	 556	 1072
     3481	IGF2	0.39	0.885	0.044127			 604	 1130
     3482	IGF2R	0.518	0.731	1	Receptor	DTO_05007575	 166	  162
     3483	IGFALS	0.511	0.846	5.4379e-11	Receptor	DTO_05007575	 203	  468
     3484	IGFBP1	0.502	0.808	0.00094677	Enzyme modulator	DTO_05007584	 191	  200
     3485	IGFBP2	0.478	0.769	0.11898	Enzyme modulator	DTO_05007584	 241	  244
     3486	IGFBP3	0.439	0.808	0.91029	Enzyme modulator	DTO_05007584	 350	  584
     3487	IGFBP4	0.572	0.731	0.023057	Enzyme modulator	DTO_05007584	  94	   71
     3488	IGFBP5	0.544	0.692	0.96283	Enzyme modulator	DTO_05007584	 126	  116
     3489	IGFBP6	0.601	0.692	0.02915	Enzyme modulator	DTO_05007584	  71	   48
     3490	IGFBP7	0.476	0.769	0.0012873			 241	  264
     3491	CCN1	0.473	0.731	0.71388	Signaling	DTO_05007599	 246	  268
     3492	IGH	0.473	0.654				 238	  761
     3493	IGHA1	0.617	0.692				  64	  160
     3494	IGHA2						   2	    2
     3495	IGHD	0.722	0.346				  21	   17
     3496	IGHDOR15@	0.931	0.154				   2	    1
     3497	IGHE	0.626	0.538				  55	   94
     3498	IGHEP1						   1	    1
     3500	IGHG1	0.7	0.5				  27	   14
     3501	IGHG2	0.76	0.192				  16	    8
     3502	IGHG3	0.513	0.769				 161	  170
     3503	IGHG4	0.931	0.038				   2	    1
     3505	IGHGP	1	0.038				   1	    1
     3507	IGHM	0.644	0.654				  59	   17
     3508	IGHMBP2	0.636	0.615	3.0212e-16			 102	   60
     3512	JCHAIN	0.691	0.462	0.033839			  23	    9
     3514	IGKC	0.7	0.423				  26	   16
     3516	RBPJ	0.518	0.808	0.99853	Nucleic acid binding	DTO_05007557	 161	   95
     3519	IGKV@	0.743	0.231				  15	   12
     3535	IGL	0.659	0.346				  35	   31
     3537	IGLC1	0.821	0.385				   6	    4
     3538	IGLC2	0.805	0.462				   7	    5
     3539	IGLC3	0.821	0.423				   6	    4
     3540	IGLC4	0.839	0.385				   5	    3
     3541	IGLC5	0.839	0.385				   5	    3
     3542	IGLC6	0.839	0.385				   5	    3
     3543	IGLL1	0.678	0.538	0.013899			  45	   10
     3544	IGLL2P	1	0.038				   1	    1
     3546	IGLV@	0.78	0.423				  11	   11
     3547	IGSF1	0.608	0.5	0.99993	Receptor	DTO_05007575	  66	   48
     3548	IHG1	0.89	0.192				   6	    6
     3549	IHH	0.573	0.538	0.31397			 130	   51
     3550	IK	0.729	0.5	2.4864e-06	Signaling	DTO_05007599	  23	   20
     3551	IKBKB	0.506	0.846	0.99192	Kinase	DTO_03300101	 191	  172
     3552	IL1A	0.333	0.962	0.0001602			1002	 2161
     3553	IL1B	0.276	0.962	0.13005			1801	 5807
     3554	IL1R1	0.509	0.769	0.15126	Receptor	DTO_05007575	 184	  164
     3556	IL1RAP	0.647	0.654	0.25846	Receptor	DTO_05007575	  49	   40
     3557	IL1RN	0.373	0.923	0.030914			 701	 1061
     3558	IL2	0.336	0.885	0.47968			 950	 2348
     3559	IL2RA	0.389	0.885	0.054709	Receptor	DTO_05007575	 540	  939
     3560	IL2RB	0.491	0.846	0.29095	Receptor	DTO_05007575	 226	  196
     3561	IL2RG	0.535	0.769	0.99152	Signaling	DTO_05007599	 164	  186
     3562	IL3	0.489	0.731	2.5874e-09			 211	  279
     3563	IL3RA	0.56	0.769	2.9891e-27	Signaling	DTO_05007599	  95	  123
     3565	IL4	0.332	0.962	0.0047372			 996	 2256
     3566	IL4R	0.474	0.846	0.00023013	Receptor	DTO_05007575	 242	  316
     3567	IL5	0.437	0.846	0.0056529			 359	  717
     3568	IL5RA	0.647	0.654	2.6791e-08	Signaling	DTO_05007599	  48	   49
     3569	IL6	0.248	0.962	0.31536			2367	 8813
     3570	IL6R	0.471	0.846	3.1681e-05	Signaling	DTO_05007599	 261	  310
     3572	IL6ST	0.475	0.808	0.99978	Signaling	DTO_05007599	 260	  250
     3574	IL7	0.464	0.808	0.92574			 275	  371
     3575	IL7R	0.487	0.769	3.763e-07	Receptor	DTO_05007575	 231	  262
     3576	CXCL8	0.31	0.962	0.00027377	Signaling	DTO_05007599	1254	 3099
     3577	CXCR1	0.508	0.769	3.0337e-07	G-protein coupled receptor	DTO_02300001	 167	  159
     3578	IL9	0.461	0.846	8.1087e-07			 291	  386
     3579	CXCR2	0.445	0.923	0.013736	G-protein coupled receptor	DTO_02300001	 335	  338
     3581	IL9R	0.659	0.654	2.6805e-22	Receptor	DTO_05007575	  44	   28
     3586	IL10	0.281	0.923	0.0058874			1679	 4893
     3587	IL10RA	0.579	0.692	0.017808	Receptor	DTO_05007575	  90	   88
     3588	IL10RB	0.636	0.577	2.5103e-06	Receptor	DTO_05007575	  50	   52
     3589	IL11	0.481	0.808	0.00031772			 244	  212
     3590	IL11RA	0.663	0.654	6.2882e-21	Signaling	DTO_05007599	  46	   30
     3592	IL12A	0.491	0.808	0.04746			 261	  175
     3593	IL12B	0.48	0.885	0.00011439	Signaling	DTO_05007599	 249	  321
     3594	IL12RB1	0.555	0.731	9.3569e-15	Signaling	DTO_05007599	 118	   92
     3595	IL12RB2	0.608	0.692	1.6212e-09	Signaling	DTO_05007599	  59	   67
     3596	IL13	0.386	0.846	0.014426			 587	 1291
     3597	IL13RA1	0.659	0.577	0.96333	Signaling	DTO_05007599	  39	   34
     3598	IL13RA2	0.556	0.654	4.021e-07	Signaling	DTO_05007599	 103	   96
     3600	IL15	0.422	0.846	0.70859			 426	  571
     3601	IL15RA	0.603	0.769	2.332e-06			  72	   45
     3603	IL16	0.501	0.846	1.2449e-10	Signaling	DTO_05007599	 193	  161
     3604	TNFRSF9	0.502	0.769	0.32153			 177	  214
     3605	IL17A	0.324	0.923	0.043049			1074	 3043
     3606	IL18	0.365	0.923	0.030717			 750	 1291
     3607	FOXK2	0.722	0.385	0.025464			  32	   21
     3608	ILF2	0.67	0.654	0.9965			  41	   27
     3609	ILF3	0.621	0.654	1	Nucleic acid binding	DTO_05007557	  68	   56
     3611	ILK	0.503	0.769	3.7887e-05	Kinase	DTO_03300101	 192	  195
